社名,電話番号,所在地,代表者,事業内容,企業URL,URL,取得日時
有限会社スピンワークス,,東京都中央区銀座5-10-6御幸ビル4F,西森昭彦,美容室の経営,https://spinhairworks-recruit.com/,https://baitona-joshi.jp/shop/000129/,2025/08/04/10:14
株式会社PLAIN,044-589-8883,,,美容業,,https://baitona-joshi.jp/shop/000130/,2025/08/04/10:14
株式会社ビームス,044-520-1780,東京都渋谷区神宮前1-5-8神宮前タワービルディング,設楽洋,紳士服、婦人服、バッグ、靴、雑貨等の販売,https://www.beams.co.jp/company/,https://baitona-joshi.jp/shop/000131/,2025/08/04/10:14
東和フードサービス株式会社,044-874-8346,東京都港区新橋3-20-1TOWAJ’Sビル6階,岸野誠人,フード(外食)事業／喫茶・カフェ、レストランの店舗運営,https://www.towafood-net.co.jp/,https://baitona-joshi.jp/shop/000132/,2025/08/04/10:14
株式会社ｉｎｆｅｎｃｅ,044-223-7596,,,美容室の経営,,https://baitona-joshi.jp/shop/000133/,2025/08/04/10:14
株式会社F・O・インターナショナル,044-874-8475,兵庫県神戸市中央区磯上通7丁目1-5,小野行由,ベビー・子供服、雑貨全般,https://www.fo-kids.co.jp/,https://baitona-joshi.jp/shop/000134/,2025/08/04/10:14
縁道カフェ,044-589-7272,,,飲食業,,https://baitona-joshi.jp/shop/000135/,2025/08/04/10:14
株式会社Nouvelle,,神奈川県横浜市鶴見区豊岡町18−25,新井舜徳,美容業,https://www.classic-yokohama.com/,https://baitona-joshi.jp/shop/000136/,2025/08/04/10:14
株式会社AOKI,044-245-8188,神奈川県横浜市都筑区葛が谷6-56,森裕隆,紳士服・婦人服及び服飾品並びにファッション商品の企画販売,https://www.orihica.com/,https://baitona-joshi.jp/shop/000137/,2025/08/04/10:14
カフェ・カンパニー株式会社,044-222-1822,東京都渋谷区神宮前5-27-8LosGatos2F/3F,楠本修二郎,飲食店舗の企画運営事業、地域コミュニティ事業、海外店舗企画運営事業,https://www.cafecompany.co.jp/,https://baitona-joshi.jp/shop/000138/,2025/08/04/10:14
株式会社Sou-i,044-201-3839,神奈川県川崎市川崎区藤崎4-12-41F,田野辺武,美容室理容室アイラッシュエステ育毛,https://soui-hair.com/,https://baitona-joshi.jp/shop/000139/,2025/08/04/10:14
株式会社WIZ,06-4400-9924,,,美容業,https://eyebrowim.com/,https://baitona-joshi.jp/shop/000140/,2025/08/04/10:14
株式会社YOLOJAPAN,,大阪府大阪市中央区西心斎橋2-18-2心斎橋ファッションスクエア23F,藤崎孝介,衣料品・雑貨等の企画・販売、卸業,https://yolojapan.co.jp/,https://baitona-joshi.jp/shop/000141/,2025/08/04/10:14
マジア東京株式会社,06-6211-1000,大阪府大阪市中央区釣鐘町1-5-9,吉川優一,飲食店の経営、食材卸、フランチャイズ事業,https://magia.tokyo/,https://baitona-joshi.jp/shop/000142/,2025/08/04/10:14
RINBeauty株式会社,06-6630-6651,大阪府大阪市北区梅田1-3-1大阪駅前第１ビル地下1階GALETTE内,,美容院・ネイルサロン・アイラッシュサロン・整骨院の経営、化粧品の販売,https://rin-beautygroup.com/,https://baitona-joshi.jp/shop/000143/,2025/08/04/10:14
HOLIDAY（ホリデイ）,06-6282-2054,,,ファッション、アクセサリー,,https://baitona-joshi.jp/shop/000144/,2025/08/04/10:14
株式会社ヴィクトリア,,大阪府大阪市中央区難波５なんなんタウン１号内,,飲食業,,https://baitona-joshi.jp/shop/000145/,2025/08/04/10:14
株式会社シーカルテット,06-6131-7887,大阪府大阪市中央区難波2丁目3-11ナンバ八千代ビル9階D,玉岡明,経営コンサルタント事業、WEB事業、Eラーニングシステム事業、サロン事業、スクール・教育事業、飲食関連事業,https://c-quartet.com/,https://baitona-joshi.jp/shop/000146/,2025/08/04/10:14
株式会社CEMENT,06-6213-9797,大阪府大阪市中央区西心斎橋2-10-35CEMENTBLD3F,伊藤亮二,メンズ・レディースカジュアルウェアの企画、製造販売および輸入,http://www.cement-ltd.com/,https://baitona-joshi.jp/shop/000147/,2025/08/04/10:14
三和実業株式会社,06-6633-5360,大阪府大阪市中央区難波3丁目7-10,荻原奨,喫茶専門チェーン店経営,https://www.cafe-eikokuya.jp/,https://baitona-joshi.jp/shop/000148/,2025/08/04/10:14
株式会社ユアピース,06-6760-4086,,,美容業,,https://baitona-joshi.jp/shop/000149/,2025/08/04/10:14
株式会社tenection,06-6940-4245,兵庫県神戸市中央区本町通2-9-1元町プラザ601-A,杉本遼平,美容室経営、コンサルティング、OEM、美容品販売,https://www.tenection.co.jp/,https://baitona-joshi.jp/shop/000150/,2025/08/04/10:14
株式会社StayFactory,06-6131-8655,大阪府大阪市浪速区日本橋4丁目2番15号,吉田弘志,国内外における宿泊業、飲食業、美容業、通訳、ならびに各コンサルティング業務,https://www.stayfactory.jp/,https://baitona-joshi.jp/shop/000151/,2025/08/04/10:14
株式会社観音屋,06-6459-7811,兵庫県神戸市中央区元町通5-2-13,,飲食サービス、製造小売,https://kannonya.co.jp/,https://baitona-joshi.jp/shop/000152/,2025/08/04/10:14
株式会社ハイクルー,06-6136-6566,,,美容室の経営,,https://baitona-joshi.jp/shop/000153/,2025/08/04/10:14
株式会社リラックス,,大阪市中央区大手前3-1-43大阪府庁新別館南館,伊井大介,リラクゼーションサロン「Relax（リラックス）」およびアロマセラピスト養成スクール「RelaxCollege（リラックスカレッジ）」の経営,http://www.relaxweb.co.jp/sp/,https://baitona-joshi.jp/shop/000154/,2025/08/04/10:14
株式会社ベイクルーズ,06-6743-4970,東京都渋谷区渋谷一丁目23番21渋谷キャスト3～10Ｆ,窪田祐,レディース・メンズのトータルファッションの企画・製造・販売・直営店の運営、飲食店の運営、インターネット通販サイトの運営、及び家具の販売、フィットネス事業の運営,https://baycrews.co.jp/,https://baitona-joshi.jp/shop/000155/,2025/08/04/10:14
株式会社カーサ・デルズィー,06-6372-3260,大阪府大阪市北区中津1丁目13-13西川ビル303,竹中寛,美容室の経営,https://el-zafiro.com/,https://baitona-joshi.jp/shop/000156/,2025/08/04/10:14
株式会社アルジャンスー,03-6233-9197,東京都台東区柳橋1-3-7,石銀実,エクステンション専門店（美容室）,https://arujyansu.com/index.php,https://baitona-joshi.jp/shop/000157/,2025/08/04/10:14
株式会社ジェイアール西日本フードサービスネット,06-6442-0710,大阪府大阪市淀川区西中島5-4-20,貴谷健史,飲食店の経営,https://www.jwfsn.com/,https://baitona-joshi.jp/shop/000158/,2025/08/04/10:14
株式会社コスム・インターナショナル,0120-05-7970,,,エステサロン事業,http://bisebise.com/,https://baitona-joshi.jp/shop/000159/,2025/08/04/10:14
株式会社mirrorball,052-756-2122,東京都中央区銀座2丁目6番16号,中野剛志,ヘア・アイラッシュ・ネイルサロンの経営、シェアサロンの経営、フランチャイズ事業,https://mirrorball.press/,https://baitona-joshi.jp/shop/000160/,2025/08/04/10:14
株式会社ダルトン,052-433-2840,静岡県静岡市葵区長沼南11-5,君塚真,ファッション、インテリア雑貨等の輸入・卸売業務全般,https://www.dulton.jp/onlineshop/,https://baitona-joshi.jp/shop/000161/,2025/08/04/10:14
株式会社ブラス,052-446-6030,愛知県名古屋市中村区名駅2丁目36番20号アイムビル4F,河合達明,直営店型ハウスウエディング事業、衣裳事業、外食事業、映像・写真・グラフィックデザイン事業、フォトウエディング事業、ハワイウエディング事業,https://www.brass.ne.jp/,https://baitona-joshi.jp/shop/000162/,2025/08/04/10:14
株式会社actif,052-462-8577,愛知県名古屋市中村区名駅2-41-3サンエスケービル2F,,美容室の経営,,https://baitona-joshi.jp/shop/000163/,2025/08/04/10:14
株式会社チュチュアンナ,052-561-7545,大阪府大阪市中央区森ノ宮中央1-10-2,上田崇敦,レッグウェア、インナー、ウェア、服飾雑貨等の商品企画、小売、卸売,https://www.tutuanna.co.jp/,https://baitona-joshi.jp/shop/000164/,2025/08/04/10:14
株式会社きちりホールディングス,052-526-5373,東京都渋谷区渋谷一丁目17番2号12階,平川昌紀,レストラン経営における飲食事業、及び、食を中心に生まれるHospitalityの提案・提供事業。,https://www.kichiri.co.jp/,https://baitona-joshi.jp/shop/000165/,2025/08/04/10:14
RrSALONMEIEKI,052-990-9746,愛知県名古屋市中村区名駅5-24-9ピボット納屋橋3Ｆ,,美容室の経営,,https://baitona-joshi.jp/shop/000166/,2025/08/04/10:14
株式会社オッシュマンズ・ジャパン,052-566-6711,東京都渋谷区神南1丁目20-9公園通りビル7階,田寺誠治,アメリカンスポーツを中心とした総合スポーツ用品の販売,https://www.oshmans.co.jp/shop/,https://baitona-joshi.jp/shop/000167/,2025/08/04/10:14
ユーシーシーフードサービスシステムズ株式会社,052-566-6802,兵庫県神戸市中央区港島中町7-7-7,川野浩司,飲食店および小売店の経営,https://www.ufs.co.jp/,https://baitona-joshi.jp/shop/000168/,2025/08/04/10:14
株式会社LIBERA,,,,美容業,,https://baitona-joshi.jp/shop/000169/,2025/08/04/10:14
株式会社tuuli,092-739-2223,,,美容室の経営,,https://baitona-joshi.jp/shop/000170/,2025/08/04/10:14
株式会社コックス,092-400-0002,東京都中央区日本橋浜町１−２−１HF日本橋浜町ビルディング,三宅英木,紳士衣料、婦人衣料、子供衣料ならびに雑貨商品の企画・製造・販売,https://www.cox-online.co.jp/,https://baitona-joshi.jp/shop/000171/,2025/08/04/10:14
南国フルーツ株式会社,,福岡県春日市大和町3丁目4番地,中尾厚志,青果物の卸売・小売・通販、フルーツパーラー、ジュースバー運営、バナナ・アボカド・キウイ熟成加工、フルーツ加工品の製造販売、直営農園にて苺栽培,https://nangoku-f.co.jp/,https://baitona-joshi.jp/shop/000172/,2025/08/04/10:14
株式会社mirrorball,092-753-7057,東京都中央区銀座2丁目6番16号,中野剛志,ヘア・アイラッシュ・ネイルサロンの経営、シェアサロンの経営、フランチャイズ事業,https://mirrorball.press/,https://baitona-joshi.jp/shop/000173/,2025/08/04/10:14
株式会社Ai,092-733-6760,東京都千代田区麹町1-1ワコール麹町ビル6階,太田和憲,水着・下着の企画製造・販売,https://www.san-ai.com/,https://baitona-joshi.jp/shop/000174/,2025/08/04/10:14
株式会社シェイクハンズ,092-707-0655,福岡県福岡市中央区大手門2-1-165F,北﨑友嗣,飲食事業,https://sh-inc.com/,https://baitona-joshi.jp/shop/000175/,2025/08/04/10:14
ICONIQ(アイコニック)天神店,092-791-8845,福岡県福岡市中央区今泉1-23-8chieビル2F,,美容業,https://iconiq-salon.jp/,https://baitona-joshi.jp/shop/000176/,2025/08/04/10:14
株式会社東京デリカ,092-751-5045,東京都葛飾区新小岩1丁目48番地14号第3デリカビル9階,木山茂年,鞄・袋物及び財布・雑貨類の小売販売,https://www.sacs-bar.jp/,https://baitona-joshi.jp/shop/000177/,2025/08/04/10:14
株式会社プロントコーポレーション,092-771-3430,東京都港区港南1丁目8番27号日新ビル,杉山和弘,PRONTO・DiPUNTO・ÈPRONTO・和カフェTsumugi・エビノスパゲッティ等の企画・運営・経営・及びフランチャイズ展開とコンサルティング,https://www.pronto.co.jp/company/,https://baitona-joshi.jp/shop/000178/,2025/08/04/10:14
nailandeyelashsalonMyu,,福岡県福岡市中央区渡辺通5-1-5アロービル105号館301,,美容業,,https://baitona-joshi.jp/shop/000179/,2025/08/04/10:14
株式会社オクトバス,,福岡県福岡市中央区舞鶴1-8-39-901,松井宏二郎,ヘアカット専門店の店舗経営,https://ocbx.jp/,https://baitona-joshi.jp/shop/000180/,2025/08/04/10:14
株式会社ピーアンドエム,,東京都中央区日本橋浜町1-1-12プラザANSビル4F,泰道真也,婦人服・輸入寝具の専門店,http://www.pandm.co.jp/,https://baitona-joshi.jp/shop/000181/,2025/08/04/10:14
3レター株式会社,092-281-7300,,古館伸二,飲食業,https://fuk-coffee.com/,https://baitona-joshi.jp/shop/000182/,2025/08/04/10:14
株式会社St.Belle.Co（セントベルコーポレーション）,092-409-1555,福岡県福岡市中央区赤坂1-14-37マルビル1F,古賀英敏,美容室・エステサロンの運営,https://sourire-hair.info/,https://baitona-joshi.jp/shop/000183/,2025/08/04/10:14
株式会社Yom,092-419-5772,東京都渋谷区神宮前2-34-17住友不動産原宿ビル16F,深澤和弥,アパレル事業,https://www.yom.jp/,https://baitona-joshi.jp/shop/000184/,2025/08/04/10:14
JR九州ファーストフーズ株式会社,092-409-6112,福岡市博多区博多駅東1丁目10番7号JR九州博多駅東ビル3階,香川美津子,飲食店業飲食料品小売業、食料・飲料卸売業、前各号に付帯関連する一切の事業,https://www.jrff.co.jp/,https://baitona-joshi.jp/shop/000185/,2025/08/04/10:14
株式会社Monopoly,092-710-5868,東京都港区港南2-16-2太陽生命品川ビル28階,森井健太,美容室の経営,https://monopoly.salon/,https://baitona-joshi.jp/shop/000186/,2025/08/04/10:14
株式会社ストライプインターナショナル,092-263-8732,岡山県岡山市北区幸町2-8,川部将士,アパレル事業,https://www.stripe-intl.com/,https://baitona-joshi.jp/shop/000187/,2025/08/04/10:14
ベネリック株式会社,092-710-4279,東京都千代田区神田駿河台2丁目9番地KDX御茶ノ水ビル4階,柴田郁夫,オリジナル及びキャラクター雑貨の企画・製造・卸・店舗及び売場の運営管理(キャラクターオンリーショップのFC)飲食サービス業との業態開発,https://benelic.com/,https://baitona-joshi.jp/shop/000188/,2025/08/04/10:14
株式会社Sail,,,,エステサロン事業,,https://baitona-joshi.jp/shop/000189/,2025/08/04/10:14
CHILOMultibeautysalon上野店,03-6284-2033,東京都台東区上野４-８-８上野シルクビル３F,,美容業,https://chilo.co.jp/,https://baitona-joshi.jp/shop/000190/,2025/08/04/10:14
アイシークリニック上野院,0120-000-702,東京都台東区東上野3丁目16-5サンク・ユービル1階,鈴木はるか,医科,https://ic-clinic.com/,https://baitona-joshi.jp/shop/000191/,2025/08/04/10:14
ハイフ専門店LIME上野店,03-6555-3065,東京都品川区東上野2-10-12東上野2丁目ビル202,,エステサロン事業,,https://baitona-joshi.jp/shop/000192/,2025/08/04/10:14
株式会社アイル,03-5812-3773,,,ネイルサービス業,,https://baitona-joshi.jp/shop/000193/,2025/08/04/10:14
株式会社アトリエはるか,03-3845-5900,,西原良子,ヘアメイク及びネイルサロンの運営,https://www.haruka.co.jp/,https://baitona-joshi.jp/shop/000194/,2025/08/04/10:14
株式会社アステリスク,03-6284-7611,東京都台東区上野4-2-5美濃里ビル４F,,エステサロン事業,,https://baitona-joshi.jp/shop/000195/,2025/08/04/10:14
株式会社アースホールディングス,03-3834-3512,東京都渋谷区渋谷2丁目1-1青山ファーストビル7F,國分利治,美容業、美容経営に関するコンサルタント業、美容業に関する材料及び器具類の仕入れならびに販売,https://hairmake-earth.com/,https://baitona-joshi.jp/shop/000196/,2025/08/04/10:14
